pl_rade,pl_bmasse,pl_dens,pl_orbsmax,log_pl_rade,log_pl_bmasse,log_pl_dens,log_pl_orbsmax,planet_class,planet_class_name
3.31,10.94,1.66,0.0973,0.5198279937757188,1.039017321997412,0.22010808804005508,-1.0118871597316481,3,Intermediate Low-Density Planets
2.02,4.72,3.15,0.04467,0.3053513694466238,0.6739419986340878,0.4983105537896005,-1.3499840475281615,1,Small Dense Planets
1.86,4.13,3.53,0.0651,0.26951294421791633,0.615950051656401,0.5477747053878226,-1.186419011431808,1,Small Dense Planets
14.2,171.48,0.329,0.06638,1.1522883443830565,2.234213474838595,-0.48280410205002566,-1.177962751927415,0,Low-Density Giants
8.26,51.79,0.505,0.04789,0.9169800473203822,1.714245911017894,-0.2967086218813386,-1.3197551629573923,0,Low-Density Giants
11.6,91.79,0.323,0.1432,1.0644579892269184,1.9627953698572331,-0.4907974776688971,-0.8440569820281633,0,Low-Density Giants
1.44,2.67,4.91,0.05958,0.15836249209524964,0.42651126136457523,0.6910814921229684,-1.2248995011209751,1,Small Dense Planets
3.53,12.2,1.52,0.04853,0.5477747053878226,1.0863598306747482,0.18184358794477254,-1.3139897086847145,3,Intermediate Low-Density Planets
2.28,5.8,2.69,0.0779,0.35793484700045375,0.7634279935629372,0.42975228000240795,-1.1084625423274355,3,Intermediate Low-Density Planets
3.74,13.47,1.41,0.2206,0.5728716022004802,1.1293675957229856,0.14921911265537988,-0.6563944918958282,3,Intermediate Low-Density Planets
9.13,61.39,0.443,0.05873,0.960470777534299,1.7880976333802974,-0.3535962737769304,-1.2311399991570429,0,Low-Density Giants
10.8,81.09,0.354,0.3098,1.0334237554869496,1.9089673004183878,-0.4509967379742122,-0.5089185865768128,0,Low-Density Giants
3.89,14.43,1.35,0.1097,0.5899496013257077,1.159266331093494,0.13033376849500614,-0.9597933724252888,3,Intermediate Low-Density Planets
12.7,1995.88832,5.35,8.19,1.1038037209559568,3.300136236668447,0.7283537820212285,0.9132839017604184,2,Massive Dense Giants
5.7,413.179,2.53,0.10233,0.7558748556724915,2.616138240205074,0.40312052117581787,-0.9899970258729404,0,Low-Density Giants
1.047,1.15,5.51,0.0349,0.019946681678842306,0.06069784035361165,0.741151598851785,-1.45717457304082,1,Small Dense Planets
